session_id,charge_date,vehicle_model,region,driving_style,charger_type,battery_capacity_kwh,state_of_charge_start,state_of_charge_end,charging_power_kw,charging_duration_mins,energy_consumed_kwh,charging_cost_inr_per_kwh,efficiency_km_per_kwh,predicted_range_km,actual_range_km,vehicle_price_inr,cost_inr
EV0779,2026-05-17T02:17:00,MG ZS EV,Chennai,Sport,DC Fast,50.3,13.0,67.6,50.0,37.0,28.19,9.8,5.02,170.6,171.8,1899000,276.26
EV0780,2026-03-27T06:05:00,Mahindra XUV400,Chennai,Normal,AC,39.4,13.9,68.7,7.2,187.3,21.48,11.96,5.97,161.6,141.2,1599000,256.9
EV0781,2026-03-12T04:01:00,BYD Atto 3,Chennai,Eco,DC Fast,60.5,37.0,95.3,50.0,50.9,36.3,11.29,6.11,352.7,293.2,2499000,409.83
EV0782,2026-01-26T08:38:00,Mahindra XUV400,Bengaluru,Sport,AC,39.4,32.6,91.0,22.0,67.6,24.58,8.61,5.52,197.8,186.2,1599000,211.63
EV0783,2026-04-30T13:21:00,BYD Atto 3,Pune,Normal,AC,60.5,43.9,69.2,22.0,46.2,16.05,8.04,5.57,233.0,243.4,2499000,129.04
EV0784,2026-06-21T05:05:00,Tata Nexon EV,Bengaluru,Eco,AC,40.5,16.0,73.8,7.2,187.4,22.3,10.0,6.86,205.1,197.1,1450000,223.0
EV0785,2026-03-25T22:43:00,Mahindra XUV400,Bengaluru,Normal,AC,39.4,35.9,97.0,7.2,202.6,23.58,9.25,5.95,227.4,228.3,1599000,218.11
EV0786,2026-01-27T03:08:00,MG ZS EV,Chennai,Sport,AC,50.3,28.4,97.5,7.2,310.6,37.31,10.09,5.17,253.4,267.2,1899000,376.46
EV0787,2026-06-03T09:16:00,Mahindra XUV400,Bengaluru,Normal,DC Fast,39.4,53.3,94.8,50.0,26.0,15.64,7.47,6.25,233.7,232.9,1599000,116.83
EV0788,2026-06-19T03:36:00,BYD Atto 3,Chennai,Normal,AC,60.5,30.1,84.4,22.0,96.7,33.23,11.72,5.7,291.0,273.1,2499000,389.46
EV0789,2026-02-11T09:21:00,BYD Atto 3,Mumbai,Normal,AC,60.5,14.1,88.7,7.2,397.8,46.77,11.86,6.05,324.4,292.1,2499000,554.69
EV0790,2026-01-02T16:59:00,Hyundai Kona,Chennai,Normal,AC,39.2,51.3,83.6,7.2,100.1,11.68,9.46,6.52,213.8,221.6,2371000,110.49
EV0791,2026-03-13T09:54:00,MG ZS EV,Pune,Normal,AC,50.3,17.4,70.4,7.2,230.4,27.63,9.44,5.94,210.4,207.2,1899000,260.83
EV0792,2026-01-23T23:28:00,Mahindra XUV400,Mumbai,Normal,AC,39.4,45.3,66.4,3.3,158.6,8.45,10.04,5.92,155.0,149.0,1599000,84.84
EV0793,2026-05-16T06:14:00,MG ZS EV,Bengaluru,Normal,AC,50.3,32.0,74.7,7.2,179.4,21.82,9.5,6.06,227.4,224.0,1899000,207.29
EV0794,2026-02-15T05:14:00,MG ZS EV,Mumbai,Eco,AC,50.3,53.4,84.4,3.3,264.9,14.11,11.73,6.48,275.1,279.1,1899000,165.51
EV0795,2026-03-10T03:58:00,BYD Atto 3,Pune,Eco,DC Fast,60.5,16.7,65.2,50.0,46.0,28.17,8.67,6.29,248.2,230.8,2499000,244.23
EV0796,2026-04-26T19:47:00,MG ZS EV,Chennai,Normal,AC,50.3,14.1,92.3,22.0,115.5,41.34,11.55,6.02,279.3,259.9,1899000,477.48
EV0797,2026-01-21T23:22:00,BYD Atto 3,Hyderabad,Normal,DC Fast,60.5,27.5,87.5,50.0,49.6,36.99,9.35,5.88,311.3,301.2,2499000,345.86
EV0798,2026-02-05T05:21:00,Hyundai Kona,Chennai,Normal,AC,39.2,38.8,92.3,7.2,185.5,21.98,11.5,6.36,230.1,237.7,2371000,252.77
EV0799,2026-03-12T17:51:00,MG ZS EV,Chennai,Normal,DC Fast,50.3,54.3,77.0,50.0,16.4,11.11,11.36,5.75,222.6,220.5,1899000,126.21
EV0800,2026-03-14T07:58:00,Mahindra XUV400,Pune,Eco,AC,39.4,44.5,95.4,22.0,61.6,20.67,11.75,7.13,267.9,248.7,1599000,242.87
EV0801,2026-06-28T22:24:00,MG ZS EV,Hyderabad,Normal,DC Fast,50.3,19.6,81.1,50.0,40.0,31.45,10.52,5.88,240.0,217.4,1899000,330.85
EV0802,2026-06-06T08:06:00,Mahindra XUV400,Bengaluru,Eco,DC Fast,39.4,18.9,77.9,50.0,34.8,24.8,9.85,6.63,203.5,189.8,1599000,244.28
EV0803,2026-01-03T21:34:00,Hyundai Kona,Mumbai,Normal,AC,39.2,48.3,95.9,22.0,55.7,17.76,11.71,6.08,228.3,219.7,2371000,207.97
EV0804,2026-06-24T11:44:00,Tata Nexon EV,Chennai,Sport,AC,40.5,26.5,90.6,22.0,76.7,26.45,9.6,5.43,199.3,198.3,1450000,253.92
EV0805,2026-01-11T10:25:00,Mahindra XUV400,Pune,Eco,AC,39.4,37.9,85.6,7.2,160.5,19.08,9.89,6.93,233.5,200.1,1599000,188.7
EV0806,2026-02-24T20:58:00,Hyundai Kona,Mumbai,Normal,AC,39.2,14.3,65.1,7.2,173.8,20.34,7.11,5.97,152.5,143.3,2371000,144.62
EV0807,2026-05-20T18:04:00,Tata Nexon EV,Mumbai,Normal,AC,40.5,26.9,89.0,7.2,211.9,25.59,9.23,6.61,238.1,244.0,1450000,236.2
EV0808,2026-02-07T21:58:00,MG ZS EV,Hyderabad,Normal,AC,50.3,34.0,90.2,22.0,81.8,28.06,10.49,6.13,277.9,271.3,1899000,294.35
EV0809,2026-06-24T23:29:00,Tata Nexon EV,Chennai,Normal,AC,40.5,21.3,98.0,7.2,261.3,30.71,9.39,6.24,247.7,233.9,1450000,288.37
EV0810,2026-01-23T05:10:00,Mahindra XUV400,Mumbai,Normal,AC,39.4,50.1,92.9,3.3,335.7,18.25,10.35,6.64,243.0,229.6,1599000,188.89
EV0811,2026-04-12T07:36:00,MG ZS EV,Mumbai,Sport,AC,50.3,45.7,87.3,22.0,61.3,21.32,7.63,5.24,230.0,215.1,1899000,162.67
EV0812,2026-04-25T12:25:00,Hyundai Kona,Pune,Normal,AC,39.2,39.8,76.3,7.2,127.0,15.14,7.28,6.27,187.6,171.1,2371000,110.22
EV0813,2026-01-07T06:29:00,Hyundai Kona,Mumbai,Normal,AC,39.2,20.7,84.9,7.2,208.5,24.78,9.93,6.44,214.5,221.1,2371000,246.07
EV0814,2026-02-02T22:31:00,MG ZS EV,Mumbai,Normal,AC,50.3,45.2,83.4,22.0,56.3,18.95,8.49,5.75,241.3,229.8,1899000,160.89
EV0815,2026-05-08T11:40:00,Hyundai Kona,Hyderabad,Eco,AC,39.2,35.3,82.4,7.2,169.7,19.71,7.69,6.7,216.3,218.4,2371000,151.57
EV0816,2026-03-11T23:12:00,Hyundai Kona,Bengaluru,Eco,DC Fast,39.2,19.7,84.4,50.0,33.8,26.04,8.01,6.63,219.1,209.5,2371000,208.58
EV0817,2026-04-22T17:32:00,Mahindra XUV400,Pune,Normal,AC,39.4,21.7,87.1,3.3,454.3,24.63,8.61,5.84,200.6,185.6,1599000,212.06
EV0818,2026-01-15T12:08:00,BYD Atto 3,Pune,Normal,AC,60.5,53.5,82.3,22.0,44.7,16.16,11.52,5.69,283.3,272.2,2499000,186.16
EV0819,2026-03-13T09:12:00,BYD Atto 3,Chennai,Sport,AC,60.5,50.0,86.5,7.2,173.4,20.78,10.18,4.5,235.5,234.1,2499000,211.54
EV0820,2026-01-29T14:14:00,BYD Atto 3,Chennai,Normal,AC,60.5,20.9,84.1,22.0,108.9,38.25,8.25,5.27,268.1,234.6,2499000,315.56
EV0821,2026-05-26T20:01:00,Tata Nexon EV,Pune,Eco,AC,40.5,52.1,95.0,7.2,143.8,16.8,7.43,6.82,262.5,253.9,1450000,124.82
EV0822,2026-02-24T11:04:00,Hyundai Kona,Pune,Normal,AC,39.2,33.9,67.7,7.2,112.8,12.79,8.77,6.25,166.0,155.3,2371000,112.17
EV0823,2026-06-04T00:16:00,Hyundai Kona,Bengaluru,Eco,DC Fast,39.2,42.4,67.9,50.0,19.0,10.76,10.49,6.8,181.2,156.3,2371000,112.87
EV0824,2026-05-08T08:17:00,BYD Atto 3,Mumbai,Normal,AC,60.5,18.4,95.3,22.0,119.8,43.42,9.61,5.59,322.7,316.8,2499000,417.27
EV0825,2026-05-02T07:04:00,Hyundai Kona,Hyderabad,Normal,AC,39.2,18.0,66.9,22.0,54.4,19.16,7.6,6.64,174.2,172.1,2371000,145.62
EV0826,2026-04-20T01:13:00,BYD Atto 3,Mumbai,Normal,AC,60.5,30.0,88.7,22.0,101.2,36.02,7.32,5.55,298.0,336.1,2499000,263.67
EV0827,2026-02-10T10:05:00,Mahindra XUV400,Hyderabad,Sport,AC,39.4,46.8,93.5,7.2,160.3,18.85,10.19,5.34,196.4,199.0,1599000,192.08
EV0828,2026-02-11T16:58:00,Mahindra XUV400,Bengaluru,Normal,AC,39.4,32.8,71.0,22.0,47.1,15.49,7.91,6.33,177.1,179.6,1599000,122.53
EV0829,2026-06-19T06:03:00,Hyundai Kona,Hyderabad,Normal,DC Fast,39.2,34.7,97.4,50.0,29.3,23.25,7.05,6.24,238.1,263.4,2371000,163.91
EV0830,2026-01-27T16:56:00,Hyundai Kona,Bengaluru,Eco,AC,39.2,37.6,88.9,22.0,53.8,19.74,8.8,6.15,214.4,204.2,2371000,173.71
EV0831,2026-06-20T19:17:00,MG ZS EV,Pune,Normal,AC,50.3,45.9,97.0,7.2,232.8,27.52,7.73,5.94,290.0,291.2,1899000,212.73
EV0832,2026-01-09T20:53:00,BYD Atto 3,Pune,Sport,AC,60.5,16.3,93.5,7.2,420.4,49.98,7.82,4.54,256.7,229.4,2499000,390.84
EV0833,2026-05-02T14:15:00,Hyundai Kona,Chennai,Sport,DC Fast,39.2,47.3,80.3,50.0,18.0,12.62,7.38,5.44,171.3,167.4,2371000,93.14
EV0834,2026-04-10T12:04:00,Mahindra XUV400,Chennai,Normal,DC Fast,39.4,53.5,97.9,50.0,23.5,17.63,7.55,6.07,234.0,214.4,1599000,133.11
EV0835,2026-04-17T21:00:00,Tata Nexon EV,Chennai,Normal,AC,40.5,29.4,78.4,3.3,377.5,20.27,11.32,6.62,210.1,205.8,1450000,229.46
EV0836,2026-06-02T11:14:00,Mahindra XUV400,Chennai,Eco,AC,39.4,18.5,79.8,22.0,70.0,23.49,7.77,6.49,203.9,198.6,1599000,182.52
EV0837,2026-02-09T16:47:00,MG ZS EV,Chennai,Eco,AC,50.3,17.0,97.3,7.2,337.4,40.02,11.07,6.52,318.9,300.4,1899000,443.02
EV0838,2026-01-16T00:03:00,BYD Atto 3,Mumbai,Normal,AC,60.5,49.0,92.1,7.2,222.0,26.12,11.94,5.27,293.7,294.6,2499000,311.87
EV0839,2026-03-28T04:22:00,Tata Nexon EV,Mumbai,Normal,AC,40.5,38.1,91.6,7.2,198.9,23.05,7.88,6.42,237.9,227.2,1450000,181.63
EV0840,2026-01-23T13:59:00,Mahindra XUV400,Mumbai,Eco,AC,39.4,37.4,65.8,22.0,36.0,11.03,11.02,6.83,177.2,172.0,1599000,121.55
EV0841,2026-05-23T21:36:00,Tata Nexon EV,Mumbai,Normal,DC Fast,40.5,50.5,93.5,50.0,25.5,17.4,10.75,6.1,231.2,226.0,1450000,187.05
EV0842,2026-01-11T12:58:00,Hyundai Kona,Bengaluru,Normal,AC,39.2,15.3,73.1,3.3,421.2,22.56,10.26,6.31,180.8,166.9,2371000,231.47
EV0843,2026-05-05T05:39:00,MG ZS EV,Pune,Eco,AC,50.3,28.1,89.6,7.2,256.1,30.04,11.07,6.81,306.9,341.8,1899000,332.54
EV0844,2026-03-11T05:40:00,BYD Atto 3,Pune,Eco,AC,60.5,34.2,86.8,7.2,244.2,28.9,8.18,6.51,341.8,329.9,2499000,236.4
EV0845,2026-01-22T07:02:00,Mahindra XUV400,Chennai,Eco,AC,39.4,13.9,71.3,3.3,385.4,21.05,10.44,7.1,199.4,199.8,1599000,219.76
EV0846,2026-03-20T09:40:00,BYD Atto 3,Mumbai,Normal,AC,60.5,21.6,93.7,3.3,818.7,44.72,7.28,5.73,324.5,332.2,2499000,325.56
EV0847,2026-06-24T16:26:00,MG ZS EV,Hyderabad,Eco,DC Fast,50.3,13.1,65.2,50.0,39.7,25.8,7.23,6.35,208.2,195.5,1899000,186.53
EV0848,2026-01-05T20:24:00,MG ZS EV,Hyderabad,Sport,AC,50.3,33.3,80.0,22.0,70.5,23.57,7.85,5.29,213.0,217.1,1899000,185.02
EV0849,2026-03-26T23:50:00,Hyundai Kona,Chennai,Sport,AC,39.2,53.5,88.1,7.2,125.3,14.48,8.89,4.88,168.6,165.6,2371000,128.73
EV0850,2026-02-14T14:20:00,MG ZS EV,Chennai,Eco,AC,50.3,22.9,88.0,7.2,254.5,29.63,9.5,7.03,311.1,312.7,1899000,281.48
EV0851,2026-01-28T22:49:00,Tata Nexon EV,Bengaluru,Normal,AC,40.5,14.6,95.6,7.2,266.7,31.52,8.25,6.39,247.5,231.1,1450000,260.04
EV0852,2026-03-05T05:35:00,BYD Atto 3,Pune,Eco,AC,60.5,27.4,92.3,7.2,320.6,37.41,10.74,6.6,369.0,371.0,2499000,401.78
EV0853,2026-05-20T12:39:00,Hyundai Kona,Pune,Eco,AC,39.2,51.4,86.7,3.3,254.5,13.82,10.46,6.54,222.1,207.7,2371000,144.56
EV0854,2026-06-29T18:30:00,BYD Atto 3,Bengaluru,Sport,AC,60.5,21.7,71.7,7.2,249.7,28.44,11.29,5.06,219.4,205.1,2499000,321.09
EV0855,2026-01-20T18:53:00,MG ZS EV,Chennai,Normal,AC,50.3,50.3,77.3,7.2,116.6,14.13,9.67,6.09,236.6,201.7,1899000,136.64
EV0856,2026-05-16T01:47:00,MG ZS EV,Mumbai,Normal,AC,50.3,13.8,68.2,22.0,75.8,26.8,9.5,6.26,214.6,206.3,1899000,254.6
EV0857,2026-02-06T14:47:00,Tata Nexon EV,Bengaluru,Sport,AC,40.5,24.5,74.4,22.0,57.7,20.45,8.54,5.38,162.0,141.3,1450000,174.64
EV0858,2026-05-30T11:18:00,Hyundai Kona,Mumbai,Eco,AC,39.2,47.2,74.6,7.2,93.4,10.71,9.38,7.1,207.8,191.1,2371000,100.46
EV0859,2026-05-15T13:00:00,Tata Nexon EV,Hyderabad,Eco,AC,40.5,31.2,76.1,7.2,168.1,19.66,10.1,6.63,204.4,197.7,1450000,198.57
EV0860,2026-04-03T17:20:00,MG ZS EV,Pune,Eco,DC Fast,50.3,34.9,88.9,50.0,35.0,28.85,7.53,6.54,292.4,251.9,1899000,217.24
EV0861,2026-01-23T15:20:00,BYD Atto 3,Chennai,Eco,AC,60.5,12.5,97.5,22.0,144.2,52.74,8.46,6.63,391.1,360.1,2499000,446.18
EV0862,2026-03-06T11:02:00,MG ZS EV,Mumbai,Normal,AC,50.3,27.9,69.6,7.2,182.0,21.8,10.56,5.92,207.3,171.2,1899000,230.21
EV0863,2026-02-06T01:30:00,Hyundai Kona,Hyderabad,Eco,DC Fast,39.2,25.1,70.2,50.0,27.3,17.84,7.81,6.2,170.6,147.5,2371000,139.33
EV0864,2026-05-28T07:03:00,Tata Nexon EV,Pune,Sport,AC,40.5,16.4,86.0,7.2,243.6,28.39,8.07,5.6,195.0,192.9,1450000,229.11
EV0865,2026-01-24T15:59:00,Tata Nexon EV,Chennai,Sport,AC,40.5,19.0,94.0,22.0,88.6,31.02,11.48,5.13,195.4,192.7,1450000,356.11
EV0866,2026-03-01T10:57:00,Mahindra XUV400,Pune,Normal,AC,39.4,34.5,82.7,7.2,159.1,19.15,10.53,5.82,189.6,184.2,1599000,201.65
EV0867,2026-01-01T11:58:00,Hyundai Kona,Mumbai,Eco,AC,39.2,41.7,78.6,7.2,119.3,13.81,9.42,6.66,205.3,232.7,2371000,130.09
EV0868,2026-04-26T12:33:00,Mahindra XUV400,Pune,Sport,AC,39.4,15.0,83.9,7.2,225.2,26.7,8.56,4.96,163.9,152.3,1599000,228.55
EV0869,2026-05-25T15:07:00,MG ZS EV,Hyderabad,Eco,AC,50.3,44.1,83.4,22.0,60.6,19.3,10.28,6.43,269.5,244.9,1899000,198.4
EV0870,2026-04-08T15:06:00,Mahindra XUV400,Pune,Sport,AC,39.4,42.0,92.4,7.2,168.9,19.62,10.3,5.11,186.0,181.6,1599000,202.09
EV0871,2026-01-07T02:17:00,BYD Atto 3,Mumbai,Sport,AC,60.5,18.0,72.7,22.0,94.6,34.56,11.74,4.62,203.1,198.5,2499000,405.73
EV0872,2026-04-27T22:07:00,MG ZS EV,Chennai,Sport,AC,50.3,27.5,77.3,7.2,212.6,24.29,9.25,5.09,198.1,184.2,1899000,224.68
EV0873,2026-02-26T16:07:00,Hyundai Kona,Bengaluru,Eco,AC,39.2,21.7,68.0,7.2,153.5,18.17,11.4,6.72,179.1,178.8,2371000,207.14
EV0874,2026-06-11T00:22:00,MG ZS EV,Pune,Eco,AC,50.3,32.8,92.9,7.2,259.1,30.49,8.61,6.45,301.4,266.8,1899000,262.52
EV0875,2026-01-25T07:02:00,Mahindra XUV400,Hyderabad,Normal,AC,39.4,51.6,71.8,7.2,68.5,8.09,8.76,5.83,165.1,161.7,1599000,70.87
EV0876,2026-04-02T12:00:00,MG ZS EV,Hyderabad,Normal,AC,50.3,33.0,91.1,22.0,85.1,30.12,11.77,6.35,290.7,280.6,1899000,354.51
EV0877,2026-06-13T17:41:00,Mahindra XUV400,Chennai,Sport,AC,39.4,50.4,74.4,7.2,82.2,9.46,10.66,4.95,145.0,144.5,1599000,100.84
EV0878,2026-05-05T13:59:00,Tata Nexon EV,Bengaluru,Eco,AC,40.5,40.4,93.8,7.2,180.4,21.33,8.22,6.97,264.7,270.6,1450000,175.33
EV0879,2026-02-09T23:37:00,Hyundai Kona,Hyderabad,Sport,AC,39.2,17.1,75.1,3.3,390.7,21.31,10.26,5.36,157.7,161.5,2371000,218.64
EV0880,2026-01-11T08:45:00,Mahindra XUV400,Hyderabad,Normal,AC,39.4,30.1,81.1,22.0,60.7,20.99,9.09,5.69,182.0,174.1,1599000,190.8
EV0881,2026-01-01T06:43:00,Mahindra XUV400,Mumbai,Normal,AC,39.4,42.3,83.6,3.3,292.5,15.71,10.54,6.56,215.9,217.8,1599000,165.58
EV0882,2026-03-18T08:42:00,BYD Atto 3,Bengaluru,Normal,AC,60.5,43.1,89.4,3.3,529.5,28.64,10.91,5.68,307.3,297.9,2499000,312.46
EV0883,2026-02-14T04:18:00,BYD Atto 3,Chennai,Sport,AC,60.5,19.6,76.9,7.2,289.9,34.29,7.24,5.1,237.4,208.5,2499000,248.26
EV0884,2026-02-01T07:05:00,BYD Atto 3,Pune,Normal,DC Fast,60.5,13.6,95.7,50.0,62.5,48.25,9.05,5.93,343.5,309.4,2499000,436.66
EV0885,2026-03-09T05:17:00,Hyundai Kona,Chennai,Sport,AC,39.2,48.0,97.0,7.2,160.3,19.02,8.12,5.33,202.6,199.1,2371000,154.44
EV0886,2026-03-19T01:49:00,BYD Atto 3,Pune,Normal,AC,60.5,48.6,86.4,7.2,189.8,22.27,10.36,6.02,314.6,330.2,2499000,230.72
EV0887,2026-06-01T04:18:00,MG ZS EV,Hyderabad,Normal,DC Fast,50.3,53.1,78.1,50.0,18.8,12.79,11.23,5.68,223.1,215.1,1899000,143.63
EV0888,2026-06-16T13:21:00,BYD Atto 3,Pune,Normal,AC,60.5,14.6,87.0,22.0,118.2,44.29,10.03,5.81,305.6,279.8,2499000,444.23
EV0889,2026-04-02T01:50:00,Tata Nexon EV,Bengaluru,Eco,AC,40.5,42.2,69.4,7.2,93.3,11.12,9.54,6.23,174.9,185.4,1450000,106.08
EV0890,2026-05-09T05:23:00,MG ZS EV,Hyderabad,Sport,AC,50.3,29.9,91.6,7.2,258.5,31.17,8.85,5.35,246.8,237.2,1899000,275.85
EV0891,2026-06-09T00:18:00,Tata Nexon EV,Bengaluru,Normal,AC,40.5,48.3,84.8,7.2,126.4,14.81,10.86,7.39,253.9,237.1,1450000,160.84
EV0892,2026-02-25T19:26:00,BYD Atto 3,Bengaluru,Sport,DC Fast,60.5,12.8,96.4,50.0,63.9,50.89,9.46,4.92,286.9,313.2,2499000,481.42
EV0893,2026-04-11T18:40:00,MG ZS EV,Chennai,Normal,AC,50.3,32.3,87.4,22.0,82.6,29.93,8.09,5.9,259.6,239.0,1899000,242.13
EV0894,2026-02-22T17:53:00,Tata Nexon EV,Mumbai,Normal,AC,40.5,30.7,81.4,7.2,183.2,21.54,9.83,6.73,222.0,200.3,1450000,211.74
EV0895,2026-02-15T02:38:00,MG ZS EV,Pune,Normal,AC,50.3,12.6,87.5,3.3,707.2,38.75,7.72,6.03,265.4,247.4,1899000,299.15
EV0896,2026-03-17T09:36:00,BYD Atto 3,Pune,Eco,AC,60.5,41.4,95.8,22.0,96.8,33.81,11.02,6.44,373.4,386.5,2499000,372.59
EV0897,2026-06-16T11:16:00,Hyundai Kona,Mumbai,Eco,AC,39.2,33.8,84.3,7.2,172.4,20.39,7.12,6.41,211.7,198.8,2371000,145.18
EV0898,2026-06-24T04:39:00,Hyundai Kona,Hyderabad,Eco,AC,39.2,34.3,75.2,7.2,127.8,15.61,9.12,6.63,195.6,183.7,2371000,142.36
EV0899,2026-02-17T15:16:00,Hyundai Kona,Hyderabad,Normal,AC,39.2,32.9,68.7,7.2,115.3,13.79,8.49,6.18,166.3,160.4,2371000,117.08
EV0900,2026-02-24T14:56:00,Hyundai Kona,Chennai,Sport,AC,39.2,21.9,95.1,7.2,245.8,29.22,7.18,5.2,193.7,177.4,2371000,209.8
